title,url,brand,line,size,box_qty,price,in_stock
"Romeo y Julieta 1875 Clemenceau (Tubo) (6.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875 Clemenceau (","6.0"" x 50",20,86.99,True
"Montecristo Classic Toro (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-classic%2FMTC-PM.html,Montecristo,"""Montecristo Classic","6.0"" x 52",20,86.99,True
"Oliva Serie 'V' Melanio Churchill (7.0"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Foliva-serie-%27v%27-melanio%2F1OD-PM.html,Oliva,"""Oliva Serie 'V' Melanio","7.0"" x 50",20,86.99,True
"Man O' War Toro (6.5"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war%2FMWB-PM.html,Man O' War,"""Man O' War","6.5"" x 52",20,86.99,True
"Drew Estate Tabak Especial Corona (4.7"""" x 46) - Negra",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-tabak-especial%2FTEB-PM-1016.html,Tabak Especial by Drew Estate,"""Drew Estate Tabak Especial","4.7"" x 46",20,86.99,False
"Drew Estate Tabak Especial Corona (4.2"""" x 46) - Negra",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-tabak-especial%2FTEB-PM-1016.html,Tabak Especial by Drew Estate,"""Drew Estate Tabak Especial","4.2"" x 46",20,86.99,False
"Sin Compromiso Seleccion No. 5 Parejo (6.0"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fsin-compromiso%2FSIN-PM.html,Sin Compromiso,"""Sin Compromiso Seleccion No. 5 Parejo","6.0"" x 54",20,86.99,False
"Man O' War Perfecto (6.0"""" x 56) - Maduro",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war%2FMWB-PM.html,Man O' War,"""Man O' War","6.0"" x 56",20,86.99,False
"Plasencia Alma Del Campo Guajiro - Robusto Gordo (5.5"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-alma-del-campo%2FNPA-PM.html,Plasencia,"""Plasencia Alma Del Campo Guajiro","5.5"" x 54",20,86.99,False
"Oliva Serie 'V' Melanio Torpedo (6.5"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Foliva-serie-%27v%27-melanio%2F1OD-PM.html,Oliva,"""Oliva Serie 'V' Melanio","6.5"" x 52",20,86.99,True
"Oliva Serie 'V' Nub (4.0"""" x 60)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Foliva-serie-%27v%27%2F1OB-PM.html,Oliva,"""Oliva Serie 'V'","4.0"" x 60",20,86.99,True
"Padron Ambassador (6.9"""" x 42) - Maduro",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron Ambassador","6.9"" x 42",20,87.0,False
"Padron 2000 (5.0"""" x 50) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron%2FK9C-PM.html,Padron,"""Padron 2000","5.0"" x 50",20,87.5,False
"Padron 1926 Series No. 2 (Belicoso) (5.5"""" x 52) - Maduro",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1926-series%2FK9D-PM.html,Padron,"""Padron 1926 Series No. 2 (","5.5"" x 52",20,87.6,False
"CAO Italia Ciao (5.0"""" x 56)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcao%2Fcao-italia%2FIXA-PM.html,CAO,"""CAO Italia Ciao","5.0"" x 56",20,87.99,False
"Umbagog Robusto Plus (5.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fumbagog%2FUMB-PM-1012.html,Umbagog,"""Umbagog","5.0"" x 52",20,87.99,False
"Drew Estate Liga Privada H99 Toro (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-liga-privada-h99%2FL99-PM-1002.html,Liga Privada by Drew Estate,"""Drew Estate Liga Privada H99","6.0"" x 52",20,87.99,False
"Montecristo White Label Churchill (7.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-white-label%2FWMA-PM.html,Montecristo,"""Montecristo White Label","7.0"" x 54",20,87.99,False
"Liga Privada Unico Serie Dirty Rat (5.0"""" x 44)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fliga-privada-unico-serie%2FLPD-PM.html,Liga Privada by Drew Estate,"""Liga Privada Unico Serie Dirty Rat","5.0"" x 44",20,87.99,False
"Plasencia Alma del Fuego Concepcion (6.0"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-alma-del-fuego%2FNPF-PM.html,Plasencia,"""Plasencia Alma del Fuego Concepcion","6.0"" x 54",20,87.99,False
"La Flor Dominicana Air Bender Matatan (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-air-bender%2FFWD-PM.html,La Flor Dominicana,"""La Flor Dominicana Air Bender Matatan","5.0"" x 50",20,87.99,False
"Liga Privada T52 by Drew Estate Toro (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fliga-privada-t52-by-drew-estate%2FLPC-PM.html,Liga Privada by Drew Estate,"""Liga Privada T52 by Drew Estate","6.0"" x 52",20,87.99,False
"Montecristo Nicaragua No. 2 (6.1"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-nicaragua%2FMTD-PM.html,Montecristo,"""Montecristo Nicaragua No. 2","6.1"" x 52",20,87.99,False
"CAO Brazilia Gol! (5.0"""" x 56)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcao%2Fcao-brazilia%2FOBA-PM.html,CAO,"""CAO Brazilia Gol!","5.0"" x 56",20,87.99,True
"Ave Maria Crusader (5.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fave-maria%2FAVE-PM.html,Ave Maria,"""Ave Maria Crusader","5.0"" x 52",20,87.99,True
"CAO America Potomac (5.0"""" x 56)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcao%2Fcao-america%2FAMB-PM.html,CAO,"""CAO America Potomac","5.0"" x 56",20,87.99,True
"Arturo Fuente Sun Grown Double Chateau (6.7"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Farturo-fuente%2Farturo-fuente-sun-grown%2F9XA-PM.html,Arturo Fuente,"""Arturo Fuente Sun Grown Double Chateau","6.7"" x 50",20,88.5,False
"Arturo Fuente Double Chateau (6.7"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Farturo-fuente%2Farturo-fuente%2FAFA-PM.html,Arturo Fuente,"""Arturo Fuente Double Chateau","6.7"" x 50",20,88.5,False
"Umbagog Churchill (7.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fumbagog%2FUMB-PM-1012.html,Umbagog,"""Umbagog","7.0"" x 50",20,88.83,False
"Ashton VSG Cigars Wizard (6.0"""" x 56)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars Wizard","6.0"" x 56",20,88.99,False
"Montecristo Nicaragua Churchill (7.0"""" x 56)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-nicaragua%2FMTD-PM.html,Montecristo,"""Montecristo Nicaragua","7.0"" x 56",20,88.99,False
"La Flor Dominicana Double Ligero DL-600 (5.2"""" x 52) - Natural",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-double-ligero%2FFWN-PM.html,La Flor Dominicana,"""La Flor Dominicana Double Ligero DL-600","5.2"" x 52",20,88.99,False
"Deadwood Tobacco Co. Fat Bottom Betty (5.0"""" x 54)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdeadwood-tobacco-co.%2FDW1-PM.html,Deadwood by Drew Estate,"""Deadwood Tobacco Co. Fat Bottom Betty","5.0"" x 54",20,88.99,True
"Nub by Oliva 460 (4.0"""" x 60) - Connecticut",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Foliva%2Fnub-by-oliva%2FNUB-PM.html,Nub by Oliva,"""","4.0"" x 60",20,88.99,True
"Romeo y Julieta 1875 Exhibition #3 (6.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875 Exhibition #3","6.0"" x 50",20,88.99,True
"Plasencia Alma del Fuego Flama (6.5"""" x 38)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fplacensia-1865%2Fplasencia-alma-del-fuego%2FNPF-PM.html,Plasencia,"""Plasencia Alma del Fuego Flama","6.5"" x 38",20,88.99,False
"Davidoff Signature Series 2000 (5.0"""" x 43)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-signature-series%2FDV5-PM.html,Davidoff,"""Davidoff Signature Series 2000","5.0"" x 43",20,89.0,False
"Padron 1926 Series No. 6 (4.7"""" x 50) - Natural",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1926-series%2FK9D-PM.html,Padron,"""Padron 1926 Series No. 6","4.7"" x 50",20,89.5,False
"Sin Compromiso Seleccion No. 2 Torpedo (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fsin-compromiso%2FSIN-PM.html,Sin Compromiso,"""Sin Compromiso Seleccion No. 2","6.0"" x 52",20,89.99,False
"Umbagog Toro Toro (6.0"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fumbagog%2FUMB-PM-1012.html,Umbagog,"""Umbagog","6.0"" x 52",20,89.99,False
"Umbagog Corona Gorda (6.0"""" x 48)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdunbarton-tobacco-and-trust-cigars%2Fumbagog%2FUMB-PM-1012.html,Umbagog,"""Umbagog","6.0"" x 48",20,89.99,False
"Romeo y Julieta 1875 Cedro Deluxe No.1 (6.5"""" x 44)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875 Cedro Deluxe No.1","6.5"" x 44",20,89.99,False
"Diesel Whiskey Row Robusto (5.5"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdiesel%2Fdiesel-whiskey-row%2FJ64-PM.html,Diesel,"""Diesel Whiskey Row","5.5"" x 52",20,89.99,True
"Rocky Patel Vintage 1999 Connecticut Delux Toro Tubo (6.0"""" x 50)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-1999-connecticut%2FVKC-PM.html,Rocky Patel,"""Rocky Patel Vintage 1999 Connecticut Delux","6.0"" x 50",20,89.99,False
"Ashton Cabinet Selection Cigars No. 2 (Perfecto) (7.0"""" x 48) - Perfecto",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cabinet-selection-cigars%2FAHC-PM.html,Ashton,"""Ashton Cabinet Selection Cigars No. 2 (","7.0"" x 48",20,89.99,False
"Montecristo Classic Churchill (7.0"""" x 54)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-classic%2FMTC-PM.html,Montecristo,"""Montecristo Classic","7.0"" x 54",20,89.99,True
"Rocky Patel Vintage '90 Mini Belicoso LE (5.0"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-vintage-%2790%2FVKI-PM.html,Rocky Patel,"""Rocky Patel Vintage '90 Mini","5.0"" x 54",20,89.99,False
"Romeo y Julieta Reserva Real Corona (5.5"""" x 44)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-reserva-real%2FRFA-PM.html,Romeo y Julieta,"""Romeo y Julieta Reserva Real","5.5"" x 44",20,89.99,True
"Ave Maria Divinia Divinia (No Tube) (6.0"""" x 54)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fave-maria-divinia%2FAVD-PM.html,Ave Maria,"""Ave Maria Divinia Divinia (No Tube)","6.0"" x 54",20,89.99,True
Fan Favorite Sampler,https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fsamplers%2Ffan-favorite-sampler%2FCGOR036-SP.html,Mixed Brand Sampler,Fan Favorite Sampler,,20,89.99,False
"Caldwell Yellowcake Robusto (5.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fcaldwell-cigar-co.%2Fcaldwell-yellowcake%2FCWH-PM.html,Caldwell,"""Caldwell Yellowcake","5.0"" x 52",20,89.99,False
"Man O' War Toro (6.0"""" x 50)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fman-o%27-war%2FMWB-PM.html,Man O' War,"""Man O' War","6.0"" x 50",20,89.99,False
"Ashton Cigars Mini Cigarillos (3.2"""" x 20) [10/20] - Natural (White Box)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-cigars%2FAHA-PM.html,Ashton,"""Ashton Cigars Mini Cigarillos","3.2"" x 20",20,90.99,False
"Padron 1964 Anniversary Series Diplomatico (7.0"""" x 50) - Natural",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1964-anniversary-series%2FK9E-PM.html,Padron,"""Padron 1964 Anniversary Series Diplomatico","7.0"" x 50",20,91.0,False
"Davidoff Winston Churchill Statesmen Robusto (5.2"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-winston-churchill%2FDVT-PM.html,Davidoff,"""Davidoff Winston","5.2"" x 52",20,91.6,True
"Cohiba Red Dot Robusto Fino (4.7"""" x 47)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","4.7"" x 47",20,91.99,False
"Montecristo Classic El Conde en Tubo (6.0"""" x 52)",https://www.jdoqocy.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-classic%2FMTC-PM.html,Montecristo,"""Montecristo Classic El Conde en","6.0"" x 52",20,91.99,False
"Ave Maria Ark of the Covenant (4.5"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fave-maria%2FAVE-PM.html,Ave Maria,"""Ave Maria Ark of the Covenant","4.5"" x 60",20,91.99,True
"Drew Estate Undercrown Maduro Dojo Dogma (6.0"""" x 56)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-undercrown-maduro%2FLPE-PM.html,Undercrown by Drew Estate,"""Drew Estate Undercrown Maduro Dojo Dogma","6.0"" x 56",20,91.99,False
"Cohiba Red Dot Corona (5.1"""" x 42)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-red-dot%2FCGA-PM.html,Cohiba,"""Cohiba Red Dot","5.1"" x 42",20,91.99,False
"Montecristo White Label Magnum Especial (6.0"""" x 60)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmontecristo%2Fmontecristo-white-label%2FWMA-PM.html,Montecristo,"""Montecristo White Label Magnum Especial","6.0"" x 60",20,91.99,False
"Ave Maria Knights Templar (6.0"""" x 48)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Faj-fernandez%2Fave-maria%2FAVE-PM.html,Ave Maria,"""Ave Maria Knights Templar","6.0"" x 48",20,91.99,False
"Rocky Patel Sun Grown Robusto (5.5"""" x 50)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Frocky-patel%2Frocky-patel-sun-grown%2FRZA-PM.html,Rocky Patel,"""Rocky Patel Sun Grown","5.5"" x 50",20,91.99,False
"Sin Compromiso Seleccion No. 7 Parejo (7.0"""" x 56)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdunbarton-tobacco-%26-trust%2Fsin-compromiso%2FSIN-PM.html,Sin Compromiso,"""Sin Compromiso Seleccion No. 7 Parejo","7.0"" x 56",20,91.99,False
"Ashton VSG Cigars Eclipse Tubos (6.0"""" x 52)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars Eclipse Tubos","6.0"" x 52",20,91.99,False
"Davidoff Signature Series Exquisitos (3.6"""" x 22)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-signature-series%2FDV5-PM.html,Davidoff,"""Davidoff Signature Series Exquisitos","3.6"" x 22",20,92.0,True
"Davidoff Nicaragua 6 x 60 (Box-Press) (6.0"""" x 60)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-nicaragua%2FDVP-PM.html,Davidoff,"""Davidoff Nicaragua 6 x 60 (Box-Press)","6.0"" x 60",20,92.0,False
"Cohiba Black Robusto (5.5"""" x 50)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcohiba%2Fcohiba-black%2F4XA-PM.html,Cohiba,"""Cohiba Black","5.5"" x 50",20,92.0,True
"Padron 1964 Anniversary Series Belicoso (5.0"""" x 52) - Natural",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fpadron%2Fpadron-1964-anniversary-series%2FK9E-PM.html,Padron,"""Padron 1964 Anniversary Series","5.0"" x 52",20,92.5,False
"Romeo y Julieta 1875 Churchill (Tubo) (7.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fromeo-y-julieta%2Fromeo-y-julieta-1875%2FROA-PM.html,Romeo y Julieta,"""Romeo y Julieta 1875","7.0"" x 50",20,92.99,True
"Macanudo Cafe Hampton Court Tube (5.5"""" x 42)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fmacanudo%2Fmacanudo-cafe%2FMA1-PM.html,Macanudo,"""Macanudo Cafe Hampton Court Tube","5.5"" x 42",20,92.99,False
"Drew Estate Liga Privada H99 Phineas Gage  (7.0"""" x 40)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Flist-of-brands%2Fdrew-estate-cigars%2Fdrew-estate-liga-privada-h99%2FL99-PM-1002.html,Liga Privada by Drew Estate,"""Drew Estate Liga Privada H99 Phineas Gage","7.0"" x 40",20,92.99,False
"La Aroma de Cuba Mi Amor Robusto (5.0"""" x 50)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-aroma-de-cuba%2Fla-aroma-de-cuba-mi-amor%2F6BD-PM.html,La Aroma de Cuba,"""La Aroma de Cuba Mi Amor","5.0"" x 50",20,92.99,False
"Davidoff Aniversario Series Short Perfecto (4.8"""" x 52)",https://www.dpbolvw.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-aniversario-series%2FDV6-PM.html,Davidoff,"""Davidoff Aniversario Series Short","4.8"" x 52",20,93.2,False
"Davidoff Nicaragua 6 x 60 (6.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdavidoff%2Fdavidoff-nicaragua%2FDVP-PM.html,Davidoff,"""Davidoff Nicaragua 6 x 60","6.0"" x 60",20,93.5,False
"Drew Estate Undercrown Maduro Gran Toro (6.0"""" x 52)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fdrew-estate%2Fdrew-estate-undercrown-maduro%2FLPE-PM.html,Undercrown by Drew Estate,"""Drew Estate Undercrown Maduro","6.0"" x 52",20,93.99,False
"Ashton VSG Cigars Spell Bound (7.5"""" x 54)",https://www.kqzyfj.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fashton%2Fashton-vsg-cigars%2FA4A-PM.html,Ashton,"""Ashton VSG Cigars Spell Bound","7.5"" x 54",20,93.99,False
"La Flor Dominicana Ligero L-250 TUBO (4.7"""" x 48)",https://www.tkqlhce.com/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fla-flor-dominicana%2Fla-flor-dominicana-ligero%2FFWR-PM.html,La Flor Dominicana,"""La Flor Dominicana Ligero L-250","4.7"" x 48",20,93.99,False
"CAO Italia Piazza (6.0"""" x 60)",https://www.anrdoezrs.net/click-101532120-17074123?url=https%3A%2F%2Fwww.cigora.com%2Fp%2Fcigars%2Fshop-by-brand%2Fcao%2Fcao-italia%2FIXA-PM.html,CAO,"""CAO Italia Piazza","6.0"" x 60",20,93.99,False
